HSK Set;Number;Character;Pinyin;Meaning
5;336;慌忙;huāng máng;"hurried; hurry; hurry-scurry"
5;337;灰色;huī sè;"gray; pessimistic"
5;338;恢复;huīfù;recovery
5;339;回报;huíbào;Return
5;340;回避;huíbì;"obviate; slide over"
5;341;回顾;huígù;"review; look back"
5;342;回收;huíshōu;recovery
5;343;回头;huí tóu;"turn one’s head; repent; later"
5;344;回信;huí xìn;"reply; write in reply; letter in reply"
5;345;回忆;huíyì;Memory
5;346;汇款;huì kuǎn;"remittance; remit money"
5;347;会谈;huì tán;"talks; conversation"
5;348;活力;huólì;"energy; vigor"
5;349;活泼;huópō;lively
5;350;火柴;huǒchái;Match
5;351;火腿;huǒ tuǐ;ham
5;352;火灾;huǒ zāi;"fire; fire disaster"
5;353;或是;huò shì;or
5;354;机器人;jī qì rén;robot
5;355;机制;jī zhì;"mechanism; machine-processed; machine-made"
5;356;肌肉;jīròu;muscle
5;357;基地;jīdì;base
5;358;基金;jījīn;fund
5;359;即使;jíshǐ;even if
5;360;集团;jítuán;group
5;361;挤;jǐ;"squeeze; press; crowd; push; crowded"
5;362;记忆;jìyì;memory
5;363;技能;jì néng;"technical ability; skill"
5;364;继承;jìchéng;inherit
5;365;加热;jiā rè;"heat; heating; calefaction"
5;366;加上;jiā shàng;"plus; add; with the addition of"
5;367;加速;jiā sù;"speed up; accelerate; quicken"
5;368;加以;jiā yǐ;"moreover; in addition"
5;369;夹;jiā;"clip; folder; press from both sides; place in between; mix"
5;370;甲;jiǎ;nail
5;371;价;jià;"price; value"
5;372;驾驶;jiàshǐ;Drive
5;373;驾照;jià zhào;driving license
5;374;坚定;jiāndìng;Firm, steadfast
5;375;肩;jiān;shoulder
5;376;艰苦;jiānkǔ;hard
5;377;艰难;jiānnán;difficult
5;378;检验;jiǎnyàn;test
5;379;减轻;jiǎn qīng;"lighten; ease; alleviate; mitigate; mitigation"
5;380;剪;jiǎn;"cut; clip; trim; wipe out; scissors"
5;381;剪刀;jiǎndāo;scissors
5;382;剪子;jiǎn zi;"scissors; shears; clippers"
5;383;间接;jiànjiē;indirect
5;384;建造;jiàn zào;"construct; build; put up"
5;385;建筑;jiànzhù;Architecture
5;386;健全;jiànquán;sound
5;387;键;jiàn;"key; bond"
5;388;键盘;jiànpán;keyboard
5;389;将;jiāng;"be going to; will; would"
5;390;将要;jiāng yào;"will; shall; be going to"
5;391;奖励;jiǎnglì;reward
5;392;交代;jiāodài;hand over
5;393;郊区;jiāoqū;Suburb
5;394;胶带;jiāo dài;"tape; adhesive plaster"
5;395;胶水;jiāoshuǐ;glue
5;396;脚步;jiǎo bù;"footstep; step; pace"
5;397;接触;jiēchù;Contact
5;398;接连;jiēlián;One after another
5;399;解除;jiěchú;Relieve
5;400;解放;jiěfàng;liberate
5;401;戒;jiè;Quit
5;402;届;jiè;Session
5;403;今日;jīn rì;today
5;404;尽管;jǐnguǎn;although
5;405;紧紧;jǐn jǐn;"closely; tightly"
5;406;尽可能;jǐn kě néng;as much as possible
5;407;进化;jìnhuà;evolution
5;408;近来;jìnlái;recently
5;409;经费;jīngfèi;funds
5;410;景象;jǐng xiàng;"scene; sight"
5;411;警告;jǐnggào;warning
5;412;竞赛;jìngsài;competition
5;413;竞争;jìngzhēng;compete
5;414;酒鬼;jiǔ guǐ;drunkard
5;415;救灾;jiù zāi;disaster relief
5;416;居然;jūrán;actually
5;417;局面;júmiàn;situation
5;418;局长;jú zhǎng;director
5;419;举动;jǔdòng;Move
5;420;拒绝;jùjué;refuse
5;421;俱乐部;jùlèbù;Club
5;422;剧本;jùběn;Script
5;423;决不;jué bù;"never; not at all; definitely not"
5;424;绝望;juéwàng;Despair
5;425;军人;jūn rén;"soldier; serviceman"
5;426;开幕;kāi mù;"open; inaugurate; rising of a curtain"
5;427;开幕式;kāimùshì;The opening ceremony
5;428;看成;kàn chéng;"regard as; consider as; treat"
5;429;看出;kàn chū;"see; find out; perceive; espy"
5;430;看待;kàndài;To view
5;431;考核;kǎohé;"examine; assess"
5;432;烤肉;kǎo ròu;"barbecue; roast meat; grill"
5;433;烤鸭;kǎoyā;Roasted Duck
5;434;靠近;kào jìn;"near; close to; by"
5;435;颗;kē;grain (measure word)
5;436;咳;ké;cough
5;437;可;kě;"can; may; approve; be worth; suit; but; yet"
5;438;可怜;kělián;Poor
5;439;可惜;kěxī;unfortunately
5;440;渴望;kěwàng;Yearn
5;441;刻（动）;kè;"carve; engrave; cut"
5;442;客户;kèhù;Customer
5;443;客气;kè qì;"polite; courteous; modest"
5;444;客厅;kètīng;A living room
5;445;课题;kètí;topic
5;446;肯定;kěndìng;sure
5;447;空中;kōng zhōng;"in the air; in the sky"
5;448;控制;kòngzhì;control
5;449;口号;kǒu hào;"slogan; catchword; catchphrase"
5;450;库;kù;"library; warehouse; storeroom"
5;451;快活;kuàihuo;happy
5;452;宽度;kuān dù;"breadth; width"
5;453;狂;kuáng;"mad; crazy; violent; wild; unrestrained"
5;454;亏;kuī;"deficit; deficiency; luckily"
5;455;困扰;kùn rǎo;"perplex; persecute; puzzle; obsession"
5;456;落;là;"be missing; leave behind; forget to bring"
5;457;来信;lái xìn;"send a letter here; incoming letter"
5;458;烂;làn;rotten
5;459;朗读;lǎngdú;Reading aloud
5;460;浪漫;làngmàn;romantic
5;461;劳动;láodòng;labour
5;462;梨;lí;pear
5;463;礼;lǐ;"ceremony; rite; courtesy; manners; gift"
5;464;礼拜;lǐ bài;"week; day of the week; religious service"
5;465;礼貌;lǐmào;politeness
5;466;厉害;lìhai;Fierce
5;467;立;lì;"stand; erect; stand; found; set up; upright; vertical"
5;468;立场;lìchǎng;position
5;469;利润;lìrùn;profit
5;470;例外;lìwài;exception
5;471;连接;lián jiē;"link; joint; relate, unite, connect, attach; connection"
5;472;联络;liánluò;liaison
5;473;联想;liánxiǎng;association
5;474;脸盆;liǎn pén;washbasin
5;475;脸色;liǎn sè;"complexion; look; color; facial expression"
5;476;恋爱;liàn’ài;Love
5;477;两岸;liǎng àn;"both sides; both coasts; cross-strait"
5;478;邻居;línjū;neighbor
5;479;铃;líng;bell
5;480;铃声;líng shēng;"ring; the tinkle of bells"
5;481;领带;lǐng dài;"necktie; tie"
5;482;令;lìng;"make; cause; order; command; decree; season"
5;483;流动;liú dòng;"flow; run; mobile"
5;484;流通;liútōng;circulation
5;485;漏;lòu;leak
5;486;漏洞;lòu dòng;"leak; flaw; hole; loophole"
5;487;逻辑;luóji;logic
5;488;落实;luòshí;put into effect
5;489;码头;mǎtóu;wharf
5;490;骂;mà;scold
5;491;买卖;mǎi mài;"buy and sell; business; transaction"
5;492;漫长;màncháng;Very long
5;493;漫画;mànhuà;Cartoon
5;494;毛笔;máo bǐ;"writing brush; Chinese brush"
5;495;矛盾;máodùn;contradiction
5;496;冒;mào;"give off; risk; bold; boldly"
5;497;贸易;màoyì;Trade
5;498;煤;méi;coal
5;499;煤气;méi qì;"coal gas; gas"
5;500;门诊;mén zhěn;outpatient service
5;501;迷人;mírén;charming
5;502;迷信;míxìn;superstition
5;503;面貌;miànmào;face
5;504;面子;miànzi;"prestige; face"
5;505;秒;miǎo;seconds
5;506;敏感;mǐngǎn;Sensitive
5;507;明亮;míng liàng;"light; bright; lightness; vividness"
5;508;明明;míngmíng;Obviously
5;509;命令;mìnglìng;command
5;510;模范;mófàn;model
5;511;模仿;mófǎng;imitate
5;512;模糊;móhu;vague
5;513;模式;móshì;"mode; style"
5;514;摩擦;mócā;"rub; scrape"
5;515;摩托;mó tuō;motorcycle
5;516;模样;múyàng;Appearance
5;517;目光;mùguāng;Eye
5;518;耐心;nàixīn;patience
5;519;男性;nán xìng;"man; male; masculinity"
5;520;南北;nán běi;north and south
5;521;南极;nán jí;"South Pole; Antarctic Pole"
5;522;难得;nándé;rare
5;523;难以;nán yǐ;"difficult; hard"
5;524;脑子;nǎo zi;brain
5;525;内在;nèizài;inherent
5;526;能量;néngliàng;energy
5;527;年度;niándù;year
5;528;年龄;niánlíng;Age
5;529;年前;nián qián;"before the New Year; years ago"
5;530;牛（形）;niú;"stubborn; brave; awesome"
5;531;牛仔裤;niúzǎikù;Jeans
5;532;农产品;nóng chǎn pǐn;"produce; farm produce; agricultural products"
5;533;女性;nǚ xìng;"woman; woman; femininity"
5;534;暖;nuǎn;"warm; genial; warm up"
5;535;偶尔;ǒu’ěr;occasionally
5;536;偶然;ǒurán;accidental
5;537;偶像;ǒuxiàng;idol
5;538;拍摄;pāi shè;"film; shoot"
5;539;排除;páichú;"eliminate; remove; debar"
5;540;旁;páng;"side; other; else"
5;541;陪;péi;accompany
5;542;赔;péi;"compensate; pay; stand a loss"
5;543;赔偿;péicháng;compensate for
5;544;配备;pèibèi;Equipment
5;545;配套;pèitào;form a complete set
5;546;喷;pēn;"spout; gush; spray; sprinkle; spraying; spew"
5;547;盆;pén;basin, tub
5;548;披;pī;wrap around
5;549;皮肤;pífū;skin
5;550;皮鞋;píxié;leather shoes
5;551;脾气;píqi;Bad temper
5;552;匹;pǐ;Horse (measure word)
5;553;骗;piàn;fool
5;554;骗子;piàn zi;"fraud; cheater; swindler"
5;555;拼;pīn;"spell; go all out; join together; spelling"
5;556;频道;píndào;channel
5;557;频繁;pínfán;frequently
5;558;品;pǐn;"savour; taste; judge; blow; species; grade"
5;559;品（工艺品）;pǐn （gōng yì pǐn）;"article; product (handicraft)"
5;560;品种;pǐnzhǒng;Varieties
5;561;平坦;píngtǎn;flat
5;562;平原;píngyuán;plain
5;563;评估;pínggū;evaluate
5;564;评论;pínglùn;comment
5;565;凭;píng;By
5;566;泼;pō;Splash
5;567;葡萄;pútao;Grape
5;568;葡萄酒;pú táo jiǔ;"wine; grape wine"
5;569;期望;qīwàng;Expect
5;570;齐全;qíquán;"complete; all ready"
5;571;其;qí;"his; her; its; their; he; she; it; they; such; that"
5;572;启动;qǐ dòng;"switch on; start"
5;573;启发;qǐfā;Inspire
5;574;启事;qǐshì;Notice
5;575;起到;qǐ dào;"play; act as"
5;576;起码;qǐmǎ;Minimum, at least
5;577;气体;qì tǐ;gas
5;578;气象;qìxiàng;Meteorological
5;579;签（动）;qiān;"sign; autograph; sign one’s name"
5;580;签订;qiān dìng;"conclude and sign; sign"
5;581;签名;qiān míng;"signature; sign one’s name; autograph"
5;582;签约;qiān yuē;"sign up; sign a contract"
5;583;签证;qiānzhèng;visa
5;584;签字;qiān zì;"sign; affix one’s signature; sign a signature"
5;585;前景;qiánjǐng;prospect
5;586;前提;qiántí;precondition
5;587;欠;qiàn;owe
5;588;枪;qiāng;gun
5;589;强度;qiáng dù;"strength; intensity"
5;590;墙壁;qiáng bì;wall
5;591;抢;qiǎng;rob
5;592;抢救;qiǎngjiù;rescue
5;593;强迫;qiǎngpò;Force
5;594;悄悄;qiāoqiāo;quietly
5;595;敲;qiāo;knock
5;596;敲门;qiāo mén;knock on the door
5;597;瞧;qiáo;look
5;598;琴;qín;"zither; a general name for certain musical instruments"
5;599;勤奋;qínfèn;hardworking
5;600;青;qīng;young
5;601;清晨;qīngchén;Early morning
5;602;清理;qīnglǐ;Clear
5;603;情节;qíngjié;plot
5;604;情形;qíngxíng;Situation
5;605;晴朗;qínglǎng;sunny
5;606;区域;qūyù;region
5;607;全都;quán dōu;"all; without exception"
5;608;全世界;quán shì jiè;"worldwide; entire world"
5;609;泉;quán;"spring; fountain"
5;610;劝;quàn;persuade
5;611;缺乏;quēfá;Lack
5;612;确立;quèlì;establish
5;613;群体;qún tǐ;"group; colony"
5;614;群众;qúnzhòng;The masses
5;615;染;rǎn;dye
5;616;绕;rào;Around
5;617;热量;rè liàng;"calories; heat; quantity of heat"
5;618;热门;rèmén;Hot
5;619;人间;rénjiān;Human world
5;620;人力;rén lì;"manpower; manual labour"
5;621;人士;rénshì;Personage
5;622;人物;rénwù;character
5;623;忍;rěn;"endure; tolerate; put up with; have the heart to"
5;624;忍不住;rěnbuzhù;Unable to bear
5;625;忍受;rěnshòu;bear
5;626;认;rèn;"recognize; know; make out; identify; adopt; admit"
5;627;认定;rèndìng;cognizance
5;628;扔;rēng;throw
5;629;仍旧;réngjiù;still
5;630;如此;rú cǐ;"so; such; in this way; like that"
5;631;如同;rú tóng;"as; like"
5;632;如下;rú xià;"as follows; as below"
5;633;入门;rù mén;"introduction to a subject; elementary course"
5;634;软;ruǎn;soft
5;635;软件;ruǎnjiàn;Software
5;636;洒;sǎ;sprinkle
5;637;散;sǎn;"fall apart; scattered"
5;638;散文;sǎnwén;Prose
5;639;杀;shā;kill
5;640;杀毒;shā dú;"antivirus; kill virus"
5;641;沙漠;shāmò;Desert
5;642;傻;shǎ;silly
5;643;山区;shān qū;mountain area
5;644;扇;shān;"fan; slap; flap; flutter; fan up"
5;645;扇;shàn;"fan; leaf; (measure word)"
5;646;扇子;shànzi;Fan
5;647;商标;shāngbiāo;trademark
5;648;上级;shàngjí;Superior
5;649;上下;shàng xià;"up and down; top and bottom; high and low; old and young"
5;650;上涨;shàng zhǎng;"rise; go up"
5;651;稍;shāo;"a little; a bit; trifle; somewhat"
5;652;稍微;shāowēi;slightly
5;653;蛇;shé;snake
5;654;舍不得;shěbude;Hate to part with or use
5;655;舍得;shě de;"be willing to part with; not begrudge"
5;656;设想;shèxiǎng;imagine， conceive
5;657;社;shè;"society; organized body"
5;658;社区;shèqū;Community
5;659;射;shè;"shoot; fire; discharge in a jet; send out"
5;660;射击;shèjī;Shooting
5;661;摄像;shè xiàng;"camera; camera shooting"
5;662;摄像机;shè xiàng jī;video camera
5;663;摄影;shèyǐng;Photography
5;664;摄影师;shè yǐng shī;"photographer; cameraman"
5;665;伸;shēn;stretch
5;666;深处;shēn chù;"deep; depths; recess; profundity"
5;667;深度;shēn dù;"depth; deepness"
5;668;神;shén;"god; deity; divinity; spirit; expression; look; supernatural; magical"
5;669;神经;shénjīng;nerve
5;670;神奇;shénqí;Magical
5;671;神情;shén qíng;"expression; look"
5;672;升高;shēng gāo;"hoist; elevate; lift; escalate; exaltation"
5;673;生成;shēng chéng;"generate; produce"
5;674;声;shēng;"sound; voice; reputation; tone"
5;675;胜负;shèngfù;victory and defeat
5;676;剩;shèng;Left
5;677;剩下;shèng xià;"be left over; remain"
5;678;失误;shīwù;An error
5;679;师傅;shīfu;Master worker
5;680;诗歌;shī gē;"poem; poetry"
5;681;十足;shízú;100 percent
5;682;时常;shícháng;often
5;683;时光;shíguāng;time
5;684;时机;shíjī;Opportunity
5;685;时事;shíshì;current affairs
5;686;实惠;shíhuì;substantial
5;687;拾;shí;pick up, collect
5;688;使得;shǐ de;"make; cause; usable; workable"
5;689;示范;shìfàn;"lead the way; demonstrate"
5;690;式;shì;"type; style; pattern; form; ceremony; formula"
5;691;势力;shìlì;Power
5;692;试图;shìtú;Try
5;693;视频;shìpín;video
5;694;视为;shì wéi;"treat; regard as"
5;695;收购;shōu gòu;"purchase; acquisition; buy"
5;696;收集;shōu jí;"gather; collect; collection"
5;697;收拾;shōushi;Tidy
5;698;手段;shǒu duàn;"means; measure; trick; artifice"
5;699;手法;shǒufǎ;technique
5;700;寿司;shòu sī;sushi
5;701;受灾;shòu zāi;"disaster; the afflicted"
5;702;瘦;shòu;thin
5;703;书法;shūfǎ;Calligraphy
5;704;书柜;shū guì;bookcase
5;705;书桌;shū zhuō;"desk; writing desk"
5;706;输出;shū chū;"output; export; efference"
5;707;蔬菜;shūcài;Vegetables
5;708;熟悉;shúxī;be familiar with
5;709;鼠;shǔ;"mouse; rat"
5;710;鼠标;shǔbiāo;mouse
5;711;数目;shù mù;"number; amount"
5;712;摔;shuāi;"fall; break; throw; fling; lose one’s balance"
5;713;摔倒;shuāidǎo;fall
5;714;率领;shuàilǐng;Lead
5;715;双手;shuāng shǒu;"both hands; pair of hands"
5;716;水产品;shuǐ chǎn pǐn;aquatic product
5;717;水分;shuǐ fèn;moisture
5;718;水库;shuǐ kù;reservoir
5;719;水灾;shuǐ zāi;"flood; inundation"
5;720;睡眠;shuì mián;"sleep; slumber"
5;721;说法;shuō fǎ;"way of saying a thing; statement; version; wording"
5;722;硕士;shuòshì;master
5;723;私人;sīrén;private
5;724;思维;sīwéi;thinking
5;725;四周;sì zhōu;all around
5;726;搜;sōu;"search; search out"
5;727;搜索;sōusuǒ;search
5;728;宿舍;sùshè;dormitory
5;729;酸甜苦辣;suān tián kǔ là;"sour, sweet, bitter, hot ; ups and downs; joys and sorrows of life"
5;730;随后;suí hòu;"follow; soon afterwards"
5;731;随意;suíyì;"random; casual"
5;732;随着;suízhe;along with
5;733;岁月;suìyuè;Years
5;734;碎;suì;broken
5;735;损害;sǔn hài;"harm; damage; injure; hurt"
5;736;损失;sǔnshī;loss
5;737;所在;suǒ zài;"place; location; where"
5;738;锁;suǒ;lock
5;739;台风;táifēng;Typhoon
5;740;抬;tái;Lift
5;741;抬头;tái tóu;"look up; gain ground; raise one’s head"
5;742;太空;tàikōng;Space
5;743;弹;tán;"shoot; catapult; fluff; flick; flip; play; leap"
5;744;逃;táo;flee
5;745;逃跑;táo pǎo;"run away; flee; take flight; take to one’s heels"
5;746;逃走;táo zǒu;"escape; flee"
5;747;桃;táo;peach
5;748;桃花;táo huā;peach blossom
5;749;桃树;táo shù;peach tree
5;750;讨厌;tǎoyàn;Hate
5;751;特定;tèdìng;given
5;752;特性;tè xìng;"characteristic; property; feature; peculiarity; quality"
5;753;特有;tè yǒu;"peculiar; characteristic"
5;754;提倡;tíchàng;promote
5;755;提起;tí qǐ;"mention; speak of; raise; lift"
5;756;提示;tíshì;hint
5;757;题材;tícái;theme
5;758;体积;tǐjī;volume
5;759;体力;tǐ lì;"physical strength; physical power"
5;760;天才;tiāncái;genius
5;761;天然气;tiānránqì;Natural gas
5;762;天文;tiānwén;Astronomy
5;763;调节;tiáojié;adjust
5;764;调解;tiáojiě;mediate
5;765;厅;tīng;"office; hall"
5;766;停留;tíng liú;"remain; stay"
5;767;通用;tōngyòng;currency
5;768;偷;tōu;steal
5;769;偷偷;tōu tōu;"secretly; stealthily; covertly; on the sly"
5;770;突破;tūpò;Breach
5;771;土豆;tǔdòu;Potato
5;772;吐;tǔ;spit, say
5;773;吐;tù;vomit
5;774;兔;tù;"rabbit; hare"
5;775;团长;tuán zhǎng;"regimental commander; head of a delegation"
5;776;推行;tuī xíng;"practise; carry out; pursue"
5;777;脱离;tuōlí;Be divorced from
5;778;外界;wàijiè;outside
5;779;完了;wán le;"come to an end; be over; completion of a term"
5;780;微博;wēi bó;Weibo (a Chinese social media app)
5;781;为难;wéinán;Embarrassed
5;782;为期;wéiqī;by a definite date
5;783;为止;wéi zhǐ;"up to; till"
5;784;为主;wéi zhǔ;"mainly; give priority"
5;785;违法;wéi fǎ;"break the law; be illegal"
5;786;违反;wéifǎn;Violation
5;787;违规;wéi guī;"violation; get out of line"
5;788;围绕;wéirào;around
5;789;唯一;wéiyī;Only
5;790;委托;wěituō;Entrust
5;791;卫星;wèixīng;satellite
5;792;胃;wèi;stomach
5;793;慰问;wèiwèn;Condolences
5;794;温和;wēnhé;mild
5;795;文艺;wényì;literature
5;796;卧室;wòshì;Bedroom
5;797;握;wò;"hold; grasp; take by the hand"
5;798;污染;wūrǎn;contaminated
5;799;污水;wū shuǐ;"sewage; slops; foul water; polluted water"
5;800;屋;wū;"house; room"
5;801;无奈;wúnài;cannot help but
5;802;无疑;wú yí;"undoubtedly; no doubt"
5;803;舞;wǔ;"dance; dancing; flourish; wield"
5;804;物价;wù jià;(commodity) prices
5;805;物业;wùyè;property
5;806;物质;wùzhì;material
5;807;误解;wùjiě;misunderstand
5;808;西红柿;xīhóngshì;Tomato
5;809;西装;xī zhuāng;"suit; Western-style clothes"
5;810;喜剧;xǐ jù;comedy
5;811;戏;xì;"play; sport; joke; make fun of; drama; play"
5;812;戏剧;xìjù;Theatre
5;813;吓;xià;scare
5;814;先后;xiān hòu;"successively; one after another"
5;815;先前;xiānqián;previously
5;816;鲜艳;xiānyàn;Colorful
5;817;闲;xián;"not busy; idle; unoccupied; leisure; stay idle"
5;818;显;xiǎn;"show; appear;  obvious; noticeable; illustrious"
5;819;现有;xiàn yǒu;"existing; now available; existence"
5;820;现状;xiànzhuàng;Present situation
5;821;线索;xiànsuǒ;Clue
5;822;献;xiàn;"offer; present; dedicate; donate;  show; put on; display"
5;823;乡;xiāng;"country; countryside; village; rural area; home village"
5;824;乡村;xiāng cūn;"country; village; countryside; rural area; rural"
5;825;相等;xiāngděng;Equal
5;826;相应;xiāngyìng;Corresponding
5;827;香肠;xiāngcháng;sausage
5;828;详细;xiángxì;detailed
5;829;享受;xiǎngshòu;enjoy
5;830;向导;xiàngdǎo;Guide
5;831;向前;xiàng qián;"forward; onward; ahead"
5;832;向上;xiàng shàng;"upward; up"
5;833;相声;xiàngsheng;crosstalk
5;834;象征;xiàngzhēng;Symbolize
5;835;消除;xiāochú;eliminate
5;836;消毒;xiāodú;Disinfection
5;837;消防;xiāofáng;Fire control
5;838;消费者;xiāo fèi zhě;"consumer; customer"
5;839;消极;xiāojí;negative
5;840;小偷儿;xiǎo tōur;thief
5;841;歇;xiē;Rest
5;842;协议;xiéyì;Agreement
5;843;协议书;xié yì shū;"agreement; protocol; written agreement"
